File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
ea29d321-c396-44de-8ff9-4697bbcf36e1	bc82595e-32b1-47eb-8e14-3abaa005e6ba.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAXCHI	MP2PRT-PAXCHI-TTM2-A	Metastatic
60e8ab38-5201-4eb8-b66b-aedd52981029	4dfb1181-c173-436c-a5ae-4105ed84f43d.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAXCHI	MP2PRT-PAXCHI-TTP1-A	Primary Tumor
9b8f4f44-a38f-4e31-851a-641dac63a74b	a4dc019a-a3fc-4e46-a7bf-05e65a569592.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAVIAG	MP2PRT-PAVIAG-TTR1-A	Recurrent Tumor
0e87cae0-b2d6-416d-9cc4-d8f0f97759f9	3e1622a4-b64c-4ef5-8205-acc635a61efc.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAVAUX	MP2PRT-PAVAUX-TTR1-A	Recurrent Tumor
a2cc8c75-a72b-4f35-ab1c-e7514b8ba3fc	6c5143cd-2b8f-41aa-85ad-7aadd04ea640.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAZMHH	MP2PRT-PAZMHH-TTP1-A	Primary Tumor
ed961ee3-9a87-4dc3-800c-dc5406763a69	01229b94-2e60-4a22-93c8-a8c2f9266486.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAUGMT	MP2PRT-PAUGMT-TTM2-A	Metastatic
46bb6108-f25a-4da5-a5d4-31724794f31f	b6205a05-84f9-4ce3-818a-fb1879797491.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PATFWM	MP2PRT-PATFWM-TTP1-B	Primary Tumor
b388b653-817c-4801-87a5-323aa4ea2262	1a29b12b-7d20-4c9b-87b7-b12c86756bcd.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAWRAM	MP2PRT-PAWRAM-TTM2-A	Metastatic
a66f5201-6ba2-47fc-b614-6ac7e3823f57	9b0f41b8-c56f-49f0-a540-578cb35c6555.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PATEIS	MP2PRT-PATEIS-TTM2-A	Recurrent Tumor
4c60df4b-221d-4184-a1d3-00b4ca19c72a	8aeee611-57ce-4160-8e31-de89b031d70b.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PASYKN	MP2PRT-PASYKN-TTM2-A	Metastatic
bcb21702-2b78-462a-8580-214297e8ada4	55451555-1a0a-48d9-a36c-9bb8716c14db.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAUMFA	MP2PRT-PAUMFA-TTM2-A	Metastatic
eee540ff-6b07-41a5-86b6-e7a90c54ec26	62cf2408-ae8b-4401-94ac-a1152be61de4.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAXELC	MP2PRT-PAXELC-TTR1-A	Recurrent Tumor
e30d3ccc-c435-4ac0-ad08-c4c111668c8e	a64e3488-7948-42d6-b315-51d9e2442c6f.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAWDBN	MP2PRT-PAWDBN-TTM2-A	Metastatic
bb505841-d1d5-43c5-97c4-0bc1fc47a989	02c93ab2-06be-42dc-85c9-3ced02c0bcdc.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAUUFW	MP2PRT-PAUUFW-TTM2-A	Recurrent Tumor
459cb0b3-ec2b-465d-84e2-e8b2dcb5fac6	00bd5417-3783-432a-bb8b-83e2a96bce56.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAVFAW	MP2PRT-PAVFAW-TTM2-A	Metastatic
7caba0d6-90bf-4bd4-ac09-47c9b560f26d	176dfaf1-fc41-4290-90d4-02e59cf5a3ea.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAVFAW	MP2PRT-PAVFAW-TTP1-A	Primary Tumor
3da89f5e-71ad-485f-ad60-4d729f2752aa	a1b3f334-19f9-4ae0-8b07-793febec8979.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PATIFC	MP2PRT-PATIFC-TTR1-A	Recurrent Tumor
f6e0b34b-15db-49f5-9cba-685a4e44b6d3	d0aef29b-d9d9-4f23-9b6e-874b7442369a.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PASSUR	MP2PRT-PASSUR-TTR1-A	Metastatic
8b7f2d8d-7e6e-462c-b74d-9ab31b7253d3	16ea0dc6-2732-49e6-bc90-2d0de2ae8721.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-SARC	TCGA-WK-A8XT	TCGA-WK-A8XT-01A	Primary Tumor
57a181f3-799d-452f-85e6-830cc0e77b15	38ba6d1f-e64e-4830-8c5a-3a397626698e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-SARC	TCGA-HB-A3YV	TCGA-HB-A3YV-01A	Primary Tumor
1a08decd-980a-4328-87d7-573c42d4394f	1a700621-aafa-4c94-9107-d5088003f414.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAVSZI	MP2PRT-PAVSZI-TTM2-A	Metastatic
e24febcc-0e1c-4135-bcee-9c73eb0512af	bc982fb6-d1c6-4b86-ab5a-b724dff104d1.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAYCFB	MP2PRT-PAYCFB-TTM2-A	Metastatic
50925886-b791-481d-8951-d9b5984a1f26	4daf62b7-c35e-4402-86b0-33225bba7444.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PASZNV	MP2PRT-PASZNV-TTR1-A	Recurrent Tumor
3902f54d-ae53-4c92-a979-a29637640ca9	9ecc6a42-e7be-44f9-a92e-3e65aed15886.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAWARG	MP2PRT-PAWARG-TTM2-A	Metastatic
4fb8bfcd-83d9-4d4a-ab5b-94a09b6a227d	278fa625-361d-4df6-823f-94be4dea7054.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAXCHH	MP2PRT-PAXCHH-TTP1-A	Primary Tumor
59d964c1-fb1e-4228-bcc1-eba852712122	6cb6a6f0-2045-4f97-a11b-b38f5ee8244e.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAZEPC	MP2PRT-PAZEPC-TTR1-A	Recurrent Tumor
7a8254e4-3f0b-4be9-b76f-b7318ac9b474	ac898f10-2859-418c-b811-9199fb2295d2.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAZMHH	MP2PRT-PAZMHH-TTM2-A	Metastatic
2d9e7c81-fafb-457f-8834-9e16817012eb	3fe35d15-4e24-4b2a-ba83-17cd49f78cd8.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAWPUL	MP2PRT-PAWPUL-TTM2-A	Metastatic
34eab310-3664-45ad-8c00-c834d2fb80eb	e76f37ea-cb89-4998-a73e-4bee77fa5d0a.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PATFWM	MP2PRT-PATFWM-TTM2-A	Recurrent Tumor
b4418e7b-f07e-491d-aafa-813c1914a890	08db73ad-0a03-4082-9000-32d1c1f8b21c.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAWPUL	MP2PRT-PAWPUL-TTM1-A	Metastatic
e3081573-31a3-4c64-8924-01b45a0477ee	fcf98a20-fdcd-4023-a6bc-037008a0abda.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAUWCD	MP2PRT-PAUWCD-TTM2-A	Metastatic
227fd95e-b9a4-46fd-a196-7a2bc6e498a3	7fc5b052-d104-4bca-814c-89a680955380.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAXELC	MP2PRT-PAXELC-TTP1-A	Primary Tumor
59d8b802-9ac7-405e-9090-4f8f522bb637	fce8034a-bee0-46d9-b0d5-f88c7fea9739.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAYHJX	MP2PRT-PAYHJX-TTM2-A	Recurrent Tumor
bd50be3c-7b68-40ff-a551-cbb0da0de03a	af208ae7-f7c1-4c0a-8a3e-4ed6cdda379c.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAUVCC	MP2PRT-PAUVCC-TTR1-A	Recurrent Tumor
c6b60718-a7de-4239-8e5d-9f85669f0741	2dc36d37-3d7d-4c82-8857-832b125d628b.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PASFSG	MP2PRT-PASFSG-TTM2-A	Metastatic
518e63bf-abcf-4f28-923c-cf069077296a	a42a2050-3701-4ec1-a794-88eabaadec4b.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAWPXB	MP2PRT-PAWPXB-TTP1-A	Primary Tumor
dad166d9-c519-45ce-8853-2f2a06ecc96a	dc3fdd29-1d4b-40cf-bc03-61684e651587.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAWAYI	MP2PRT-PAWAYI-TTM2-A	Metastatic
1d274e39-1da0-465f-8996-805d980a02f7	b55adac8-d52f-49e4-89ea-9b9964dd83d4.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAWPXB	MP2PRT-PAWPXB-TTM2-A	Metastatic
bb966b9b-2079-4328-bec5-54e536954a9b	37da5e82-96e6-4609-8876-45fe42b8aa72.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAWWUW	MP2PRT-PAWWUW-TTR1-A	Recurrent Tumor
e08f4d4c-ec31-4db9-9949-6f91dba3e33d	fbb754ef-b850-4f45-aef7-9283cfb2d4b0.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAXMWW	MP2PRT-PAXMWW-TTM2-A	Metastatic
8c55c1c2-f12d-4037-9804-c2ad0c2ed0d5	03f166e2-c143-4eca-85ed-6498e203083b.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAYJBH	MP2PRT-PAYJBH-TTP1-A	Primary Tumor
0d55faa4-2c05-42c3-87aa-a79354d222ee	ec1d7494-e526-4786-baac-8b10fbaa4575.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PATMVR	MP2PRT-PATMVR-TTM2-A	Recurrent Tumor
d634d62b-c96d-452e-9a20-27633b7f8bbd	17c8ceab-ed39-4ce0-9f04-deb936d04ffc.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAUSLU	MP2PRT-PAUSLU-TTR1-A	Recurrent Tumor
67088259-652a-4bd1-b7fd-bcd83e1acde0	2ac62979-7d40-4557-af57-fbb8ba20861e.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PATNLF	MP2PRT-PATNLF-TTR1-A	Recurrent Tumor
032c34d9-2dee-44ff-ab3d-64e94cb114b3	0421843e-48ed-474b-a1ae-5a5500183529.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAVBXS	MP2PRT-PAVBXS-TTR1-A	Metastatic
c36f4e98-df54-4e62-a492-d0389adb5539	15666fa5-3a04-468c-8e6a-d8511d19f86c.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PARDMN	MP2PRT-PARDMN-TTR1-A	Recurrent Tumor
cfdad1c8-8b2c-4688-b9c6-99a032b81225	86e825d7-0712-476b-ae34-094be02804ea.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PATYFE	MP2PRT-PATYFE-TTM2-A	Recurrent Tumor
f2bded13-25a9-4172-ac1e-ec7576fc0b3a	d0c1bd2d-7323-41cb-8a26-1b81b4c0144a.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PARSKN	MP2PRT-PARSKN-TTM2-A	Metastatic
e196bcca-8830-471d-b15c-78fbaf8453bf	f26633e5-19d7-443c-91d3-20d9a349cc6d.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAXCHH	MP2PRT-PAXCHH-TTM2-A	Metastatic
ed2bd698-6c67-4923-b3e6-302a2cd8d5c7	c46cfbeb-2946-4797-9fbd-c5e55d3292ca.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAYTJD	MP2PRT-PAYTJD-TTM2-A	Metastatic
6c82719d-b5ec-4004-8648-9c03a11f3a84	499b207b-f2a5-4a99-8206-58fad8873364.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAVGSZ	MP2PRT-PAVGSZ-TTM2-A	Recurrent Tumor
516f4d2b-25c7-4f4d-a22c-a35a5a375a70	2d25e0b5-804b-4096-971b-14debf88244d.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAUWJB	MP2PRT-PAUWJB-TTM2-A	Metastatic
419f6b8a-ad2a-43df-b1fa-f8159823be1c	2ea1f1a1-a7b7-4c9b-86b9-1575aae3c288.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PASBZW	MP2PRT-PASBZW-TTR1-A	Metastatic
471414db-c210-47a7-9621-faab2e307f97	16f8ebad-a18c-4e18-8b99-3e1858c3618f.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	MP2PRT-WT	MP2PRT-PAYXAD	MP2PRT-PAYXAD-TTR1-A	Recurrent Tumor
3bdecc3c-3ba2-4f88-ab00-f5f4c27cecb6	7e5d43f8-7d0d-4918-8487-1751699541de.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-5698	TCGA-B0-5698-01A	Primary Tumor
057f28a0-7eab-40ae-b718-9ef2883790a6	4bdeb661-587e-47fc-9794-8633dd5dfadb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-DV-5569	TCGA-DV-5569-01A	Primary Tumor
a74d152d-428b-4688-843e-d03263d887d0	8af0e52f-b09c-4110-ab82-b769d19fed7d.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CZ-5984	TCGA-CZ-5984-01A	Primary Tumor
4b9f9dcc-f9cc-4323-947e-5c6dc0eb3a52	331c1e3e-2e99-4aed-9ede-7815b0c524a1.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CJ-4643	TCGA-CJ-4643-01A	Primary Tumor
c0f0b6ed-d0c8-40a6-989e-a6597235593b	289cc0b3-6414-4ff5-8c9b-4b33fe3ada01.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-A3-3376	TCGA-A3-3376-01A	Primary Tumor
780e5ab1-5a1d-40ba-8683-8196836c9e65	85a57c66-6a6f-41bb-b1f1-614d57b7d6f7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-A3-3382	TCGA-A3-3382-01A	Primary Tumor
71b4b09c-3dc1-4d07-a81e-dd4a7b1410fe	a9969082-db5d-4edd-af86-bb86b175284c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4989	TCGA-BP-4989-01A	Primary Tumor
2b4d06c8-f89b-44d7-b3cf-36b59da2429e	f23e2aec-b5bd-4c3c-8690-3ca6433ee4a0.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-DV-5573	TCGA-DV-5573-01A	Primary Tumor
9ae65c64-4526-4182-90da-9dd71ce7ca00	7e978228-22f0-431c-8046-438845ce8980.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4164	TCGA-BP-4164-01A	Primary Tumor
6a3b1f0c-30e5-4dcd-9731-7d42bb174c5c	77b5fd9d-f288-47c0-a281-459dd4c2c90e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-4707	TCGA-B0-4707-01A	Primary Tumor
da22c303-873f-45e4-872a-20719096e690	91755006-ce78-4ee0-baad-11e3e9b7dd76.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-5694	TCGA-B0-5694-11A	Solid Tissue Normal
29388e3e-0012-4ebc-8b03-0845c5d509f1	52807296-de53-40d9-8248-d381e80a6a90.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CJ-5683	TCGA-CJ-5683-01A	Primary Tumor
5c5b9738-bbcf-4458-b0ae-01fed5c310c4	9e0939b3-b071-417e-84df-8a186c56b59f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4762	TCGA-BP-4762-01A	Primary Tumor
375bbc49-1173-4b8b-9827-812c12893ad9	895726e2-de87-403d-be1f-0a0617e650d7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B4-5834	TCGA-B4-5834-01A	Primary Tumor
4b4ecd62-9542-4ebf-a209-7ac456ccacf8	f07fed48-2762-4694-850b-896e4bd59c67.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B2-5635	TCGA-B2-5635-01A	Primary Tumor
e096c99c-65da-4189-8a36-bab932c9f094	14533648-15b3-449c-bca1-93da6964df67.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B2-5635	TCGA-B2-5635-01B	Primary Tumor
737f2028-a276-4163-a8c9-1a061dbe4c03	418159c1-30a8-4017-9944-62398716a198.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CW-5584	TCGA-CW-5584-11A	Solid Tissue Normal
14f47381-772e-4c48-9c86-fd07ab4e5406	ab9f4a15-ee9a-470f-a030-bf868f66b05a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B8-5165	TCGA-B8-5165-01A	Primary Tumor
b53912b5-f401-44e3-b620-df1cb3b73e59	5cf0ff95-60be-4894-8eef-5f0ec17da1e8.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-5703	TCGA-B0-5703-11A	Solid Tissue Normal
af8bc15e-e576-49f7-9c50-4c3abb6ca911	eea2614d-95aa-4336-91f6-28b77fef5790.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CJ-4905	TCGA-CJ-4905-01A	Primary Tumor
1a7b6531-739a-4a44-b05e-841574a056fb	12d6e524-97df-4ffc-a333-9562bc2dcfc6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-4700	TCGA-B0-4700-01A	Primary Tumor
eed560f5-fa7d-40b5-b45a-721b7631040d	71c61f4b-a1c8-42b8-9103-312d26d1eb95.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4973	TCGA-BP-4973-01A	Primary Tumor
37d2d92f-7354-4563-a8a4-ef8f86457eeb	0fd00ec0-7307-4574-bd47-3e5f0c2cf43f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-DV-A4VZ	TCGA-DV-A4VZ-01A	Primary Tumor
a697a67d-a8b0-4a73-b06c-3f01d2075691	e853e00e-94b9-460e-83e8-09f4c602aef5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B8-A8YJ	TCGA-B8-A8YJ-01A	Primary Tumor
862b5ee1-88d1-4d8b-a060-6b3e3d1fd9ac	7114b0e8-2e8d-4fca-a9c7-719d066e5e9f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-4690	TCGA-B0-4690-01A	Primary Tumor
ae5b592c-70db-48d7-82ee-78971c1031af	29095585-9a41-4fea-9586-a0f5cb9d670b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B4-5836	TCGA-B4-5836-01A	Primary Tumor
d5fcc7c7-e3a7-4dd3-8c0e-512371adf47e	f4c31621-9290-42f5-9aba-c5a0ab8de882.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4347	TCGA-BP-4347-01A	Primary Tumor
a17d695c-d3a2-4c52-b866-469a5d773b0d	1ae7a9ad-b475-4f2c-91f9-575567938935.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4991	TCGA-BP-4991-01A	Primary Tumor
